,wt0,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,wt16,wt17,wt18,wt19,wt20,wt21,wt22,wt23,wt24,wt25,Total Revenue,target
116,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,90.0
117,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,42.0
118,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,41.0
119,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,88.0
120,0.0,0.0,0.0,40.0,33.0,37.0,40.0,40.0,35.0,34.0,38.0,36.0,40.0,34.0,36.0,40.0,39.0,40.0,40.0,40.0,34.0,39.0,38.0,37.0,40.0,40.0,11799.92949147128,65.0
121,0.0,0.0,0.0,40.0,33.0,37.0,40.0,40.0,35.0,34.0,38.0,36.0,40.0,34.0,36.0,40.0,39.0,40.0,40.0,40.0,34.0,39.0,38.0,37.0,40.0,40.0,11799.92949147128,66.0
122,0.0,3.0,2.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12382.265080958767,42.0
123,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,76.0
124,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,85.0
125,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,49.0
126,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,41.0
127,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,90.0
128,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,62.0
129,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,62.0
130,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,58.0
131,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,50.0
132,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,62.0
133,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,41.0
134,0.0,3.0,2.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12382.265080958767,74.0
135,0.0,3.0,2.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12382.265080958767,77.0
136,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,51.0
137,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,71.0
138,0.0,3.0,2.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12382.265080958767,41.0
139,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,87.0
140,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,51.0
141,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,41.0
142,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,49.0
143,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,79.0
144,0.0,0.0,0.0,40.0,33.0,37.0,40.0,40.0,35.0,34.0,38.0,36.0,40.0,34.0,36.0,40.0,39.0,40.0,40.0,40.0,34.0,39.0,38.0,37.0,40.0,40.0,11799.92949147128,61.0
145,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,57.0
146,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,89.0
147,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,41.0
148,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,44.0
149,0.0,3.0,2.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12382.265080958767,58.0
150,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,42.0
151,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,72.0
152,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,85.0
153,0.0,0.0,0.0,40.0,33.0,37.0,40.0,40.0,35.0,34.0,38.0,36.0,40.0,34.0,36.0,40.0,39.0,40.0,40.0,40.0,34.0,39.0,38.0,37.0,40.0,40.0,11799.92949147128,64.0
154,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,66.0
155,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,43.0
156,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,59.0
157,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,51.0
158,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,59.0
159,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,94.0
160,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,81.0
161,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,66.0
162,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,51.0
163,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,64.0
164,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,77.0
165,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,49.0
166,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,42.0
167,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,88.0
168,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,44.0
169,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,63.0
170,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,64.0
171,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,42.0
172,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,63.0
173,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,72.0
174,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,42.0
175,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,84.0
176,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,80.0
177,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,60.0
178,0.0,0.0,0.0,40.0,33.0,37.0,40.0,40.0,35.0,34.0,38.0,36.0,40.0,34.0,36.0,40.0,39.0,40.0,40.0,40.0,34.0,39.0,38.0,37.0,40.0,40.0,11799.92949147128,48.0
179,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,66.0
180,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,60.0
181,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,68.0
182,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,92.0
183,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,79.0
184,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,48.0
185,0.0,3.0,2.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12382.265080958767,93.0
186,0.0,1.0,0.0,40.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,12332.547913828212,66.0
187,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,49.0
188,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,59.0
189,0.0,0.0,0.0,40.0,34.0,38.0,40.0,40.0,37.0,35.0,39.0,37.0,40.0,35.0,37.0,40.0,40.0,40.0,40.0,40.0,35.0,40.0,39.0,38.0,40.0,40.0,11976.348898780112,42.0
190,0.0,3.0,2.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12382.265080958767,81.0
191,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,48.0
192,0.0,4.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12388.637906715936,85.0
193,0.0,2.0,1.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12375.8922552016,88.0
194,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,44.0
195,0.0,3.0,2.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,12382.265080958767,85.0
196,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,67.0
197,0.0,0.0,0.0,40.0,37.0,40.0,40.0,40.0,39.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,12280.238906066052,43.0
198,0.0,0.0,0.0,40.0,33.0,37.0,40.0,40.0,35.0,34.0,38.0,36.0,40.0,34.0,36.0,40.0,39.0,40.0,40.0,40.0,34.0,39.0,38.0,37.0,40.0,40.0,11799.92949147128,62.0
199,0.0,0.0,0.0,40.0,35.0,39.0,40.0,40.0,38.0,37.0,40.0,38.0,40.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,40.0,39.0,40.0,40.0,12150.376425878418,41.0
